Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Leptodactylus_albilabris,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,138,200,1,2.5,3,0,1,0,NA
Adenomera_andreae,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,31,NA,NA,28,NA,NA,NA,9,14,1,3,3,0,1,0,NA
Adenomera_bokermanni,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_bolivianus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,142,NA,NA,120,NA,NA,NA,650,1500,1,2,2,0,1,0,NA
Leptodactylus_fallax,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_flavopictus,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_fragilis,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,25,250,1,NA,NA,0,1,0,NA
Leptodactylus_fuscus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,50,NA,NA,46,NA,NA,NA,50,248,1,2,2.3,0,1,0,NA
Leptodactylus_gracilis,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Adenomera_heyeri,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Adenomera_hylaedactyla,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,31,NA,NA,30,NA,NA,NA,9,15,1,3,3,0,1,0,NA
Leptodactylus_knudseni,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,220,NA,NA,165,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA
Leptodactylus_labrosus,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_labyrinthicus,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,561,NA,NA,158.5,NA,NA,NA,150,4099,NA,2.3,2.3,NA,NA,NA,NA
Leptodactylus_latinasus,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,3696,3696,1,NA,NA,0,1,0,NA
Leptodactylus_latrans,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,113.4,NA,NA,120,NA,NA,NA,50,5515,NA,0.5,0.7,NA,NA,NA,NA
Leptodactylus_leptodactyloides,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,9.5,NA,NA,49,NA,NA,NA,724,1053,1,0.6,1,0,1,0,NA
Lithodytes_lineatus,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,12.5,NA,NA,56,NA,NA,NA,195,260,1,1.5,2,0,1,0,NA
Leptodactylus_longirostris,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,51.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_marambaiae,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Adenomera_marmorata,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,31,NA,NA,25,NA,NA,NA,2,14,1,1.55,5.5,0,1,0,NA
Leptodactylus_melanonotus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,18,1500,1,1.3,1.3,0,1,0,NA
Leptodactylus_myersi,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptodactylus_mystaceus,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,60,NA,NA,NA,171,425,1,2.5,2.5,0,1,0,NA
Leptodactylus_mystacinus,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,15.3,NA,NA,65,NA,NA,NA,124,401,1,2.5,2.5,0,1,0,NA
Adenomera_nana,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_natalensis,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,10,NA,NA,44,NA,NA,NA,992,1721,1,1.1,1.3,0,1,0,NA
Leptodactylus_nesiotus,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,33.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_notoaktites,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_paraensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptodactylus_pentadactylus,NA,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,415,3,3,185,NA,NA,18.8,952,1001,NA,2.5,3,NA,NA,NA,NA
Leptodactylus_petersii,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,4.2,NA,NA,51,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_podicipinus,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,8.1,NA,NA,54,NA,NA,NA,1708,2953,1,1,1.2,0,1,0,NA
Leptodactylus_poecilochilus,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_rhodomystax,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,247,290,1,3,3,0,1,0,NA
Leptodactylus_rugosus,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_savagei,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,1000,1000,1,2.5,2.5,NA,NA,NA,"Referred as L. pentadactylus in Savage, 2002"
Leptodactylus_spixi,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_stenodema,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_troglodytes,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,11,NA,NA,53.6,NA,NA,NA,130,427,1,2.3,2.7,0,1,0,NA
Leptodactylus_turimiquensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptodactylus_validus,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptodactylus_vastus,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1000,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptodactylus_ventrimaculatus,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Adelotus_brevis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,NA,NA,45,NA,NA,NA,243,243,1,1.65,2,0,1,0,NA
Heleioporus_eyrei,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10.91,1,1,66,NA,NA,NA,80,500,1,2.94,2.94,0,1,0,NA
Heleioporus_psammophilus,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,60,NA,NA,NA,185,185,1,3.7,3.7,0,1,0,NA
Lechriodus_aganoposis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Lechriodus_fletcheri,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA,52,NA,NA,NA,300,300,1,1.7,1.7,0,1,0,NA
Lechriodus_melanopyga,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Lechriodus_platyceps,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Limnodynastes_convexiusculus,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,9.96,NA,NA,61,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Limnodynastes_depressus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Limnodynastes_dorsalis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.97,NA,NA,73,NA,NA,NA,1000,1000,1,1.4,1.4,0,1,0,NA
Limnodynastes_dumerilii,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.31,NA,NA,70,NA,NA,NA,3550,3950,1,1.7,1.7,0,1,0,NA
Limnodynastes_fletcheri,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34,NA,NA,50,NA,NA,NA,300,300,1,1.39,1.39,0,1,0,NA
Limnodynastes_lignarius,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,300,400,1,NA,NA,0,1,0,NA
Limnodynastes_peronii,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,12.17,NA,NA,72.8,NA,NA,NA,700,1000,1,1.5,1.5,0,1,0,NA
Limnodynastes_salmini,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84,NA,NA,75,NA,NA,NA,2000,2035,1,1.27,1.27,0,1,0,NA
Limnodynastes_tasmaniensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,0.25,0.3,50.5,NA,NA,NA,90,1350,1,NA,NA,0,1,0,NA
Limnodynastes_terraereginae,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.07,NA,NA,76,NA,NA,NA,192,192,1,NA,NA,0,1,0,NA
Neobatrachus_pelobatoides,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6.1,NA,NA,50,NA,NA,NA,NA,NA,1,1.8,1.8,0,1,0,NA
Neobatrachus_pictus,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,12.34,NA,NA,50,NA,NA,NA,1000,1000,1,2.2,2.2,0,1,0,NA
Notaden_melanoscaphus,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91,NA,NA,55,NA,NA,NA,833,1200,1,1.4,1.4,0,1,0,NA
Platyplectrum_ornatum,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,5.48,NA,NA,45,NA,NA,NA,645,1000,1,1.2,1.2,0,1,0,NA
Boophis_albilabris,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,421,1029,1,2,2.5,0,1,0,NA
Boophis_albipunctatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_andohahela,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_andreonei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_andrangoloaka,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_anjanaharibeensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_ankaratra,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_arcanus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_axelmeyeri,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_baetkei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_blommersae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_boehmei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_bottae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_brachychir,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_burgeri,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_calcaratus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_doulioti,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,52.4,NA,NA,NA,1918,4784,1,0.9,1.6,0,1,0,NA
Boophis_elenae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_englaenderi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_entingae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_erythrodactylus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_feonnyala,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_goudotii,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,1000,1000,1,2,2,0,1,0,NA
Boophis_guibei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_haematopus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_haingana,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_idae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_jaegeri,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_laurenti,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_liami,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_lichenoides,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_lilianae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,1.6,1.6,NA,NA,NA,NA
Boophis_luciae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_luteus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,120,1000,1,2,2,0,1,0,NA
Boophis_madagascariensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_majori,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_mandraka,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_marojezensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,133,133,1,1.8,1.8,0,1,0,NA
Boophis_miadana,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_microtympanum,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_miniatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,248,248,1,1.7,1.7,0,1,0,NA
Boophis_obscurus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_occidentalis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_opisthodon,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_pauliani,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_periegetes,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_picturatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,NA,NA,NA,50,50,1,NA,NA,0,1,0,NA
Boophis_piperatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_praedictus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_pyrrhus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_quasiboehmei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_rappiodes,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,260,1000,1,2,2,0,1,0,NA
Boophis_reticulatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_rhodoscelis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_roseipalmatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_rufioculis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_sambirano,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_sandrae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_schuboeae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_septentrionalis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_sibilans,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_solomaso,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Boophis_spinophis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_tampoka,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45.8,NA,NA,NA,240,240,NA,2.4,2.4,NA,NA,NA,NA
Boophis_tasymena,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_tephraeomystax,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,1000,1000,1,1.4,1.4,0,1,0,NA
